
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004736                       # Number of seconds simulated (Second)
simTicks                                   4735583000                       # Number of ticks simulated (Tick)
finalTick                                  4735583000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     32.48                       # Real time elapsed on the host (Second)
hostTickRate                                145795157                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     723056                       # Number of bytes of host memory used (Byte)
simInsts                                     13665692                       # Number of instructions simulated (Count)
simOps                                       22790080                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   420727                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     701640                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          9471167                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.693062                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.442873                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        26503591                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1052                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       24230066                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   8094                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3714541                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12089821                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 191                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             9290121                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.608154                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.293300                       # Number of insts issued each cycle (Count)
system.cpu.power_state.pwrStateResidencyTicks::ON   4735583000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             4451441     47.92%     47.92% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                3551430     38.23%     86.14% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing            221341      2.38%     88.53% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              783975      8.44%     96.97% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           270367      2.91%     99.88% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall        11567      0.12%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               27740568                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 43131                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  82308                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  55537                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 110554                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             496                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            54171855                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   101181214                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 37200919                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    228104                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              43471822                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 10699994                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     735                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 719                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    287448                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                17843728                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                    52692                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         34139389                       # The number of ROB reads (Count)
system.cpu.rob.writes                        53224999                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 13665692                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   22790080                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                4955188                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    65                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                19176                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           5608                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              18968                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  7                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 7                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                2511                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               2511                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           19177                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         7953                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        56078                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    64031                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       180224                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1518336                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1698560                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              3934                       # Total snoops (Count)
system.l2bus.snoopTraffic                       48320                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               25615                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.016865                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.128769                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     25183     98.31%     98.31% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       432      1.69%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 25615                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   4735583000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             26042500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             4242499                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            28292499                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           42351                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        20668                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           17                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               403                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          403                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               409                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              9223                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 9632                       # number of demand (read+write) hits (Count)
