
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001068                       # Number of seconds simulated (Second)
simTicks                                   1067600000                       # Number of ticks simulated (Tick)
finalTick                                  1067600000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      5.46                       # Real time elapsed on the host (Second)
hostTickRate                                195479867                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     722024                       # Number of bytes of host memory used (Byte)
simInsts                                      1750044                       # Number of instructions simulated (Count)
simOps                                        3242965                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   320432                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     593784                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          2135201                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.220084                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.819616                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         3937179                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1027                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        3739810                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3223                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               695083                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1073317                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 220                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1969187                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.899164                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.465402                       # Number of insts issued each cycle (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        52388                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    59507                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       162368                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1352128                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1514496                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              3570                       # Total snoops (Count)
system.l2bus.snoopTraffic                       45440                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               23741                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.018238                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.133816                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     23308     98.18%     98.18% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       433      1.82%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 23741                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   1067600000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             23167500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             3824997                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            26448000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           39337                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        19160                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           18                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               406                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          406                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               324                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              8152                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 8476                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              324                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             8152                       # number of overall hits (Count)
system.l2cache.overallHits::total                8476                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2213                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            9477                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              11690                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2213                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           9477                       # number of overall misses (Count)
system.l2cache.overallMisses::total             11690                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    162683000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    727077500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     889760500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    162683000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    727077500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    889760500                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          2537                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         17629                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            20166                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         2537                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        17629                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           20166                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.872290                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.537580                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.579689                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.872290                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.537580                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.579689                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 73512.426570                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 76720.217368                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 76112.959795                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 73512.426570                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 76720.217368                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 76112.959795                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
